Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[organism part]	Material Type	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[developmental stage]
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513101	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513101	group 14	sequencing assay	ERX1513101	ERR1442724_1	SC	ERR1442724	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442724/ERR1442724_1.fastq.gz	blastula 128-cell
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513101	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513101	group 14	sequencing assay	ERX1513101	ERR1442724_2	SC	ERR1442724	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442724/ERR1442724_2.fastq.gz	blastula 128-cell
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513191	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513191	group 14	sequencing assay	ERX1513191	ERR1442814_1	SC	ERR1442814	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442814/ERR1442814_1.fastq.gz	blastula 128-cell
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513191	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513191	group 14	sequencing assay	ERX1513191	ERR1442814_2	SC	ERR1442814	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442814/ERR1442814_2.fastq.gz	blastula 128-cell
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513281	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513281	group 14	sequencing assay	ERX1513281	ERR1442904_1	SC	ERR1442904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442904/ERR1442904_1.fastq.gz	blastula 128-cell
ERS1079224	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892090	7470e560-e60c-11e5-bc69-3c4a9275d6c6	ERS1079224	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564925_ERX1513281	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513281	group 14	sequencing assay	ERX1513281	ERR1442904_2	SC	ERR1442904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442904/ERR1442904_2.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513012	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513012	group 15	sequencing assay	ERX1513012	ERR1442635_1	SC	ERR1442635	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442635/ERR1442635_1.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513012	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513012	group 15	sequencing assay	ERX1513012	ERR1442635_2	SC	ERR1442635	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442635/ERR1442635_2.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513102	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513102	group 15	sequencing assay	ERX1513102	ERR1442725_1	SC	ERR1442725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442725/ERR1442725_1.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513102	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513102	group 15	sequencing assay	ERX1513102	ERR1442725_2	SC	ERR1442725	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442725/ERR1442725_2.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513192	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513192	group 15	sequencing assay	ERX1513192	ERR1442815_1	SC	ERR1442815	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442815/ERR1442815_1.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513192	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513192	group 15	sequencing assay	ERX1513192	ERR1442815_2	SC	ERR1442815	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442815/ERR1442815_2.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513282	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513282	group 15	sequencing assay	ERX1513282	ERR1442905_1	SC	ERR1442905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442905/ERR1442905_1.fastq.gz	blastula 128-cell
ERS1079225	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 128-cell	ZFS	ZFS:0000008	whole organism	whole organism	SAMEA3892091	747ca530-e60c-11e5-bc69-3c4a9275d6c6	ERS1079225	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564937_ERX1513282	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513282	group 15	sequencing assay	ERX1513282	ERR1442905_2	SC	ERR1442905	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442905/ERR1442905_2.fastq.gz	blastula 128-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513018	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513018	group 16	sequencing assay	ERX1513018	ERR1442641_1	SC	ERR1442641	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442641/ERR1442641_1.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513018	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513018	group 16	sequencing assay	ERX1513018	ERR1442641_2	SC	ERR1442641	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442641/ERR1442641_2.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513108	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513108	group 16	sequencing assay	ERX1513108	ERR1442731_1	SC	ERR1442731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442731/ERR1442731_1.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513108	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513108	group 16	sequencing assay	ERX1513108	ERR1442731_2	SC	ERR1442731	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442731/ERR1442731_2.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513198	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513198	group 16	sequencing assay	ERX1513198	ERR1442821_1	SC	ERR1442821	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442821/ERR1442821_1.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513198	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513198	group 16	sequencing assay	ERX1513198	ERR1442821_2	SC	ERR1442821	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442821/ERR1442821_2.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513288	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513288	group 16	sequencing assay	ERX1513288	ERR1442911_1	SC	ERR1442911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442911/ERR1442911_1.fastq.gz	blastula 1k-cell
ERS1079233	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892099	74c3c050-e60c-11e5-bc69-3c4a9275d6c6	ERS1079233	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564914_ERX1513288	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513288	group 16	sequencing assay	ERX1513288	ERR1442911_2	SC	ERR1442911	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442911/ERR1442911_2.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513019	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513019	group 17	sequencing assay	ERX1513019	ERR1442642_1	SC	ERR1442642	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442642/ERR1442642_1.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513019	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513019	group 17	sequencing assay	ERX1513019	ERR1442642_2	SC	ERR1442642	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442642/ERR1442642_2.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513109	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513109	group 17	sequencing assay	ERX1513109	ERR1442732_1	SC	ERR1442732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_1.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513109	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513109	group 17	sequencing assay	ERX1513109	ERR1442732_2	SC	ERR1442732	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442732/ERR1442732_2.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513199	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513199	group 17	sequencing assay	ERX1513199	ERR1442822_1	SC	ERR1442822	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442822/ERR1442822_1.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513199	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513199	group 17	sequencing assay	ERX1513199	ERR1442822_2	SC	ERR1442822	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442822/ERR1442822_2.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513289	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513289	group 17	sequencing assay	ERX1513289	ERR1442912_1	SC	ERR1442912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442912/ERR1442912_1.fastq.gz	blastula 1k-cell
ERS1079234	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892100	74cff550-e60c-11e5-bc69-3c4a9275d6c6	ERS1079234	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564926_ERX1513289	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513289	group 17	sequencing assay	ERX1513289	ERR1442912_2	SC	ERR1442912	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442912/ERR1442912_2.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513020	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513020	group 18	sequencing assay	ERX1513020	ERR1442643_1	SC	ERR1442643	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442643/ERR1442643_1.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513020	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513020	group 18	sequencing assay	ERX1513020	ERR1442643_2	SC	ERR1442643	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442643/ERR1442643_2.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513110	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513110	group 18	sequencing assay	ERX1513110	ERR1442733_1	SC	ERR1442733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_1.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513110	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513110	group 18	sequencing assay	ERX1513110	ERR1442733_2	SC	ERR1442733	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442733/ERR1442733_2.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513200	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513200	group 18	sequencing assay	ERX1513200	ERR1442823_1	SC	ERR1442823	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442823/ERR1442823_1.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513200	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513200	group 18	sequencing assay	ERX1513200	ERR1442823_2	SC	ERR1442823	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442823/ERR1442823_2.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513290	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513290	group 18	sequencing assay	ERX1513290	ERR1442913_1	SC	ERR1442913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442913/ERR1442913_1.fastq.gz	blastula 1k-cell
ERS1079235	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892101	74dc0340-e60c-11e5-bc69-3c4a9275d6c6	ERS1079235	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564938_ERX1513290	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513290	group 18	sequencing assay	ERX1513290	ERR1442913_2	SC	ERR1442913	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442913/ERR1442913_2.fastq.gz	blastula 1k-cell
ERS1079236	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892102	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079236	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564950_ERX1513021	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513021	group 19	sequencing assay	ERX1513021	ERR1442644_1	SC	ERR1442644	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442644/ERR1442644_1.fastq.gz	blastula 1k-cell
ERS1079236	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892102	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079236	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564950_ERX1513021	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513021	group 19	sequencing assay	ERX1513021	ERR1442644_2	SC	ERR1442644	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442644/ERR1442644_2.fastq.gz	blastula 1k-cell
ERS1079236	Danio rerio	NCBI Taxonomy	7955	Hubrecht Longfin	blastula 1k-cell	ZFS	ZFS:0000011	whole organism	whole organism	SAMEA3892102	74ebe1c0-e60c-11e5-bc69-3c4a9275d6c6	ERS1079236	P-MTAB-50956	P-MTAB-50957	P-MTAB-50955	16564950_ERX1513111	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-50954	SC	ERX1513111	group 19	sequencing assay	ERX1513111	ERR1442734_1	SC	ERR1442734	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442734/ERR1442734_1.fastq.gz	blastula 1k-cell
