X96_con_rep1	X96_con_rep2
mat2ab	18.6230809801701	25.2515606516418
gosr1	18.6230024097596	17.1566232939875
stard8	18.6226881074384	20.5011182245109
ENSDARG00000090795	18.6220595131358	16.022976758893
lrrk2	18.6220595131358	18.299895120764
mrpl10	18.6220595131358	17.1806865425358
MRPL47	18.6220595131358	16.1984305430326
msto1	18.6220595131358	21.5417201863015
plcl1	18.6220595131358	16.1697328861886
sgk2b	18.6220595131358	18.7161596762892
zgc:162396	18.6220595131358	15.566844442405
mapre1a	18.6167164770723	17.9280139094671
prpf3	18.6024945710399	21.9338026585767
CU207301.12	18.5991944587055	15.0364428455279
thoc7	18.5873297683838	14.2422367023466
rnf144ab	18.5870154764022	17.5275538663565
ints2	18.5616360447613	19.8447558961391
BUB1	18.5507928214738	18.0957436797805
BABAM1	18.5436425729128	20.2406409531408
amotl2b	18.5435640025023	26.0366168129335
abhd10b	18.5434854217523	17.6541087423453
cox5b2	18.5434854217523	19.4272436197673
dnmt4	18.5434854217523	22.2807888074276
fezf2	18.5434854217523	12.893149787448
jag1b	18.5434854217523	17.2021949272042
marcksa	18.5434854217523	16.8145686160078
mkxa	18.5434854217523	12.0657898360155
sap130b	18.5434854217523	22.3995602667468
si:ch211-266k8.3	18.5434854217523	14.0220430892165
srp9	18.5434854217523	16.3862427396225
timm9	18.5434854217523	15.8995708912782
fbxw8	18.5184988628429	15.7071242960641
ENSDARG00000001818	18.5115057757821	18.9864404962299
exoc6	18.4922551153282	20.37955424158
FERMT1	18.4906836347413	18.2119008627047
MRGBP	18.4854977498384	14.4016483143396
CCNJL	18.4809404488987	18.0628869437764
ubiad1	18.4777189069748	24.3679936851813
gmppaa	18.4661685189741	16.9928743459459
hmox2a	18.4654613542609	18.953464925524
FNDC4 (2 of 2)	18.4649113303688	16.458076000505
GEMIN8	18.4649113303688	16.0421679394136
mrrf	18.4649113303688	21.5084475433485
tnnt2a	18.4649113303688	17.8249875403759
GRINA (1 of 2)	18.4522609049233	22.8038228945839
pkhd1l1	18.4342674434144	20.8150099776257
fem1a	18.4325388116669	20.3229907514613
ppm1h	18.417924032903	16.1015833753307
zgc:136461	18.4135238831238	31.5444872278133
TCERG1 (1 of 3)	18.410852365092	20.153656756196
dlb	18.4013449008204	21.8058812173679
cdc23	18.398201929307	16.7398834189983
slc4a11	18.3926231716725	17.2214455299114
pcid2	18.3867301117169	20.0987568938729
aim1b	18.3864943901458	14.5197067847913
zgc:77151	18.3864158197353	21.6278131568334
cog7	18.3863372493248	21.1518955056591
ENSDARG00000044086	18.3863372493248	22.2690839713297
ENSDARG00000087100	18.3863372493248	16.3555843730644
FGF11 (2 of 2)	18.3863372493248	19.3374074866957
LYRM7	18.3863372493248	18.1217082255277
mpnd	18.3863372493248	17.111645805265
myoz3a	18.3863372493248	19.2715751799856
nlgn4a	18.3863372493248	18.0622927896106
nsun2	18.3863372493248	21.7248385620806
spopla	18.3863372493248	15.076488844036
stra6	18.3863372493248	18.2405391070336
stox1	18.379737024656	15.2699455100362
ncbp2	18.3761226100005	16.8129644007275
timm8a	18.3549076065677	18.794290973263
CABZ01088071.1	18.3534146963913	11.704900471949
cyp2p8	18.3503503159675	16.0635574990518
proc	18.3501145840568	15.7298804015791
SERPING1	18.3306282123715	14.4399712725372
wdfy2	18.3241851388633	17.3493075489335
cldnk	18.3134204859863	19.3694323991305
ALPK3 (1 of 2)	18.3077631579413	21.5085069558636
CREBZF	18.3077631579413	22.5795890369954
cyp2k16	18.3077631579413	16.9575815807637
efna2	18.3077631579413	15.6091482422174
fam46bb	18.3077631579413	17.943758999695
hmbsa	18.3077631579413	18.8926829340585
pink1	18.3077631579413	17.7058001741079
ppp2r3a	18.3077631579413	26.5905469360513
RABL6 (2 of 2)	18.3077631579413	21.3372122508842
tma16	18.3077631579413	14.5608816887873
zgc:91909	18.3077631579413	23.675269108326
MRPS12 (2 of 2)	18.2929912280168	21.1556981000571
RNF130 (1 of 2)	18.2772764014684	18.2829617222046
strada	18.260775850136	19.7262815187386
MTTP	18.2563757003567	26.9287395974464
nrn1a	18.2497754756879	16.1946873708213
cpsf3l	18.2490683109748	15.034600960844
xrcc1	18.2423109351454	21.4934154419881
golga3	18.2397179875241	22.577984821715
hipk2	18.2373607718136	24.8065984392727
mier2	18.2322534573212	15.2127284435652
si:dkey-95h12.1	18.231703433429	20.465231305163
msxc	18.2301319528421	17.0522303693479
PDZD8	18.2300533824316	16.2803644247327
pou6f1	18.2293462073788	20.0824176494792
bbs2	18.2292676369683	19.9349485333161
ccdc6b	18.2291890665578	18.9538808421444
cel.1	18.2291890665578	20.1493788423341
itga1	18.2291890665578	23.885124431235
otud6b	18.2291890665578	13.2504148140049
plk2a	18.2291890665578	19.3115023534636
plxnb1b	18.2291890665578	25.7975885137166
RALGDS (1 of 2)	18.2291890665578	17.9434619177764
RAP1A (2 of 2)	18.2291890665578	17.3496640433673
stambpa	18.2291890665578	17.9438184122101
TANC2 (1 of 2)	18.2291890665578	23.8262437369685
zgpat	18.215438593328	15.6575718212326
NPAT	18.211588467441	19.0505497529579
eif4e2	18.2058525586459	15.566844442405
NUP160 (2 of 2)	18.2034167621852	14.1647589720537
ddit3	18.1989380419955	19.9420189707899
ift80	18.1832232154472	15.9266643328418
WIZ (2 of 2)	18.1592581235722	16.1615335528985
rnaset2	18.1558008600772	16.6938958691612
CU633479.7	18.1544651010613	15.3364313834271
si:ch73-46j18.5	18.1537579363482	25.4311141024265
si:dkey-4c15.16	18.151243569477	19.025714103027
rgs16	18.1507721159953	16.7552720147925
phactr3a	18.1506935455848	18.3648956135764
abl2	18.1506149751743	21.1518955056591
ATG4D (1 of 2)	18.1506149751743	18.5002439770211
ccdc93	18.1506149751743	17.0089759306075
dctn5	18.1506149751743	18.8358817842079
gid8a	18.1506149751743	15.6859723961579
KIF4A	18.1506149751743	22.406155375085
mapk12a	18.1506149751743	22.1037308080077
nit2	18.1506149751743	14.7997911533024
rgs7	18.1506149751743	14.8766747294296
thrap6	18.1506149751743	10.6947786294996
tnfrsf21	18.1506149751743	19.7259250243049
zic4	18.1506149751743	15.7050447516483
znf296	18.1506149751743	19.7854592949238
tnrc5	18.1280642127257	18.8538252438819
fibina	18.1130565612301	15.2725597864312
tmx3	18.087598548839	14.735919565978
prkcba	18.0823340831861	22.3996196792619
mrps27	18.0804483106176	17.1710612411821
sfrp5	18.074633831412	16.2922475177191
MPLKIP	18.0743195290909	15.3336388598153
tead1a	18.0721194542013	16.8145686160078
CABZ01114089.1	18.0720408837908	12.7149034796966
dusp4	18.0720408837908	17.469207904069
E2F3	18.0720408837908	20.2852025349144
fmnl3	18.0720408837908	16.5373361932951
kctd4	18.0720408837908	15.8163298665448
nt5c2l1	18.0720408837908	18.233349834858
prim1	18.0720408837908	22.7419120169736
si:ch211-114n24.7	18.0720408837908	18.1217082255277
si:dkey-71p21.9	18.0720408837908	19.4626552196513
socs6b	18.0720408837908	17.8251063654061
thumpd3	18.0720408837908	16.6957377441735
apooa	18.043675631797	19.9240755014443
ubb	18.028825131462	22.4650360790231
atad5a	18.0024242327867	21.5679818139674
zgc:100906	17.9963740320101	16.8799256032539
KLHDC2	17.9962168808495	17.7797723919214
zgc:73324	17.994252527531	13.9626276532994
ABCF3	17.9934667924073	19.5496394262676
ap3m1	17.9934667924073	16.6366193901751
CCDC142	17.9934667924073	14.0520478890938
CECR2	17.9934667924073	17.4087229848506
col27a1a	17.9934667924073	20.6184043032515
dcun1d1	17.9934667924073	16.4050180131942
dph5	17.9934667924073	20.9888001339698
ezh1	17.9934667924073	13.4873041562908
ftr83	17.9934667924073	18.7935185718803
gpt2	17.9934667924073	21.3097029120433
pigo	17.9934667924073	22.4796522734346
rpz2	17.9934667924073	14.9726900832337
TMC6 (1 of 2)	17.9934667924073	16.5868292556116
C2H7orf25	17.9933882116572	15.4697002121276
ccna2	17.9576370102105	13.3905164107756
N6AMT1	17.9548083410182	15.8058727512934
ANO1 (1 of 3)	17.9534725820024	17.5869693022736
entpd4	17.9451437255861	24.5390507304287
emc9	17.9315504035168	14.274499284185
lamtor3	17.9301360740905	14.8542156961617
C19H1orf212	17.9161498896292	13.546719592208
SYNPO2 (1 of 2)	17.9161498896292	21.0924800697419
atxn7l2b	17.9148927010238	15.7555478750793
bmper	17.9148927010238	17.3493075489335
ccnf	17.9148927010238	14.6809008689531
dnajc5aa	17.9148927010238	23.0531894840219
msi2b	17.9148927010238	19.155893326197
oclnb	17.9148927010238	18.8891180090641
prep	17.9148927010238	26.1616268958287
rapgef1a	17.9148927010238	16.1018804572494
snap29	17.9148927010238	19.7259250243049
si:ch73-112l6.5	17.9031851618626	11.7642564856794
zgc:162431	17.8913990419513	15.4922186579106
ENSDARG00000079575	17.8364757608009	14.7944437658108
C2H14orf119	17.8363971800508	12.0345373152917
fam3c	17.8363971800508	17.0523491943781
ttc5	17.8363971800508	15.4860394565212
acanb	17.8363186096403	18.8941089117935
ALMS1	17.8363186096403	14.0221619239183
isl2b	17.8363186096403	19.2506015272963
mpz	17.8363186096403	23.05443721454
noc3l	17.8363186096403	18.68324352777
PHLDB2 (2 of 2)	17.8363186096403	21.864999581038
pomgnt1	17.8363186096403	16.9474809502745
SBNO2 (2 of 3)	17.8363186096403	20.0367271718892
scube2	17.8363186096403	15.0364428455279
zgc:123010	17.8363186096403	17.5275538663565
ZNF319 (2 of 2)	17.8363186096403	18.851270380002
lcp1	17.8335685108585	19.9830156178975
BX950859.1	17.826182551066	16.7001939052524
ccnk	17.8118034938731	22.9938928828065
ppm1aa	17.8080319383966	26.5587002611618
st6gal2	17.7991530684277	22.8556331610481
casd1	17.7978958798223	17.1947680049682
pawrl	17.7903527688693	17.3777675460455
atat1	17.7844597089136	15.2103518269022
ddx51	17.7776237626737	16.5138670989126
bscl2	17.7718878538787	19.2279642468115
fam210a	17.7666233882257	17.171239488399
PLEKHM1	17.7662305154941	17.7286751143246
GPHN (2 of 2)	17.7597088715754	22.1106824107797
mknk2a	17.7581373909884	13.7844407580631
ccdc75	17.7580588102384	15.0113695261935
abcg2c	17.7577445182568	19.5476787165535
bnc2	17.7577445182568	18.4196766411978
C5H22orf25	17.7577445182568	19.8616892946985
cmtm7	17.7577445182568	13.1308115407881
CRAT (2 of 2)	17.7577445182568	20.3336855264446
mpped2	17.7577445182568	13.9626276532994
slc16a4	17.7577445182568	23.6621977166798
sox19b	17.7577445182568	15.2167686976952
stab1	17.7577445182568	23.1806950182818
utp15	17.7577445182568	18.8941089117935
VWA9	17.7577445182568	16.6898556150313
celsr2l	17.7444654985087	20.2872820696587
trmt112	17.7431297394928	14.0330349461185
TRAFD1	17.7207361178652	14.7351471645954
tbr1b	17.7098143241672	12.8341502584797
cacna1g	17.7071428061355	20.3860899470747
hspb8	17.6973210395428	21.3434508744603
si:rp71-36d5.4	17.6877350048607	12.3137304477184
psmd9	17.6867921185764	11.1106866809195
ZNF414	17.683649147063	14.7350283298936
alpi	17.6794847188549	19.9618043054762
kctd12.2	17.6794061484444	18.0028773536935
dpm3	17.6792489972838	13.2814296653252
aldoca	17.6791704268733	20.6946343030262
anln	17.6791704268733	20.0937659911434
asb7	17.6791704268733	15.5074290064879
bre	17.6791704268733	15.0321055191509
C3H17orf75	17.6791704268733	18.383136155169
ddrgk1	17.6791704268733	15.3234788168111
hbxip	17.6791704268733	15.440943133097
lsm8	17.6791704268733	15.8326096984233
mipep	17.6791704268733	20.2440276309183
pcp4l1	17.6791704268733	11.7642564856794
slc25a38b	17.6791704268733	17.8871360873897
spg11	17.6791704268733	19.1989695177205
ap1m2	17.6589768904748	20.1569840214585
samsn1a	17.6471907705636	14.4973665862251
ndrg1b	17.6366618392577	7.78342222313681
mtx3	17.6238542626516	14.6161974580594
SHF	17.6112038372062	17.5143636303368
nip7	17.606803687427	17.0444469430066
ARHGAP21 (2 of 3)	17.6046821932875	21.4287120310945
CABZ01102039.1	17.6033464342716	12.5370730788941
MREG	17.6009892082214	21.0409668851963
zgc:92313	17.6009892082214	16.2798296927537
tbc1d16	17.6008320570609	18.0050757231396
npas3b	17.6006749059003	15.1328146840943
cldn11b	17.6005963354898	6.59511348738544
cog6	17.6005963354898	18.0028773536935
crispld1b	17.6005963354898	17.2304766770993
enosf1	17.6005963354898	23.1129614143727
inaa	17.6005963354898	16.3936102493433
lnx2b	17.6005963354898	16.7551531800907
TGM1 (5 of 6)	17.6005963354898	19.9202729167179
unc50	17.6005963354898	13.8437967814652
BX323045.2	17.5764740924542	17.5286233399862
mib	17.5712881972118	24.2214158051026
poc1bl	17.5502303449395	19.5530261040452
stx5a	17.5413514749706	17.3358796628535
ints10	17.5407228806679	16.0292747949842
sall4	17.5328654673938	17.5567268426644
NCOA7 (2 of 2)	17.5323154538412	14.3192985160191
CAAP1	17.530193949362	15.7589939653719
FAM83G (1 of 2)	17.530193949362	18.0273565188622
mboat2b	17.524536621317	15.2750552377959
COL22A1	17.5235151542827	23.8329576800085
flt4	17.5220222441063	13.3090578485395
hspb6	17.5220222441063	32.9220935426675
nr4a2b	17.5220222441063	14.6243373691629
ppil1	17.5220222441063	13.7323928318669
rab6bb	17.5220222441063	21.9999320375339
sdk1a	17.5220222441063	14.8542156961617
MLF1	17.4861924619095	20.438910264982
toporsa	17.4691418866849	18.2408955917957
PEAR1 (3 of 3)	17.4650560288872	18.3715501441013
btr30	17.464113142603	12.7607127823168
LSM5	17.4560200077578	12.6617860798706
zeb2b	17.4501269478021	17.4996880234102
rrn3	17.4488697695363	21.271023459412
clec14a	17.445805378773	14.488691933471
CCNDBP1	17.4443124685966	28.1449735905934
smad7	17.4436838742939	15.785077345821
las1l	17.4436053038834	18.5143848519687
abca2	17.4435267334729	20.2607233697457
ENSDARG00000057907	17.4434481527228	19.8596097599542
hexa	17.4434481527228	18.2448764334106
klhdc4	17.4434481527228	19.6506456634581
PLCL2	17.4434481527228	18.4782602632172
pvalb3	17.4434481527228	17.3492481364184
slc25a44b	17.4434481527228	15.3293015334383
SVEP1	17.4434481527228	17.3574474697086
TGM1 (3 of 6)	17.4434481527228	19.0129397836278
ttyh2l	17.4434481527228	14.3191202784738
zgc:91844	17.4434481527228	14.8845769904726
snrpd3	17.424040351448	16.4044832715435
UPRT	17.4190901881162	15.8737845927478
SMARCAD1 (1 of 2)	17.3963037040965	18.3595482260847
zgc:174888	17.3827889524377	16.9440942724969
isoc2	17.3753244222347	16.2210678235174
KIF21B	17.3697456542606	19.0129397836278
znf593	17.3694313622791	14.2187081857774
ZNF608	17.3652669340709	14.3785357143909
masp2	17.3651883636604	12.6159767772504
srpk1b	17.3651883636604	24.955374698469
TUBGCP4	17.3651883636604	17.6469194701698
usp40	17.3651883636604	20.7431173042281
SHKBP1	17.3651097829104	19.0131180308447
strn4	17.3650312124999	24.5108283930487
C3H19orf52	17.3649526420894	15.8639216316622
arhgef18a	17.3648740613393	20.2833012377154
cant1a	17.3648740613393	15.756617348709
coq3	17.3648740613393	20.1374957590193
mospd2	17.3648740613393	20.37955424158
mtmr14	17.3648740613393	18.5505688532353
sst3	17.3648740613393	15.9827525034965
SYS1	17.3648740613393	16.8742217213285
THUMPD1	17.3648740613393	19.6413174440231
ublcp1	17.3648740613393	14.4381293975249
MYO7B (1 of 2)	17.3587452901522	20.2012485213135
PPP1R14C (1 of 2)	17.3171010184103	14.4526267572346
spast	17.3073578325676	18.2407173542504
dync1i2a	17.3071221109966	23.705630402637
rab14	17.3061792143727	3.56104638142227
CR383676.3	17.3017790645935	4.61498710761876
arpp21	17.2872428665796	22.105275610773
ankrd44	17.2864571211164	17.1117052177801
agmo	17.2862999699558	17.0899591733797
dapk3	17.2862999699558	19.8681061654914
eef1a1b	17.2862999699558	18.5972099697532
foxd2	17.2862999699558	16.6957377441735
gbx2	17.2862999699558	14.7944437658108
kif3b	17.2862999699558	19.0129397836278
PIGS	17.2862999699558	16.9333994975136
pop7	17.2862999699558	15.329658027872
rfx1b	17.2862999699558	13.8085040066114
slc6a4a	17.2862999699558	22.2326028881445
vgll2b	17.2862999699558	14.7219569382474
wbscr16	17.2862999699558	17.3493075489335
znf295	17.2862999699558	16.0472182546582
TMEM184C	17.2665778766994	16.1015833753307
si:ch211-245h7.2	17.2627277508124	17.3522783197622
PAGR1	17.2409627234874	15.0283623469395
TBC1D14	17.2091402183382	14.3787139616078
rnaseh2b	17.2089044967672	15.3885981346536
ano5b	17.2086687751961	21.1520143403609
bag3	17.2082759024645	20.6841177752598
SERTAD4	17.2078830297329	17.171239488399
gk5	17.2078044593224	18.7158625943706
anapc11	17.2077258785723	11.8862363852308
camsap2	17.2077258785723	19.4882632806364
ehmt2	17.2077258785723	19.7422048561834
fbxl14b	17.2077258785723	19.6315138954526
gale	17.2077258785723	17.9646732301977
nkx6.2	17.2077258785723	13.6064915225588
rnf144aa	17.2077258785723	13.9626276532994
SLC35A1	17.2077258785723	20.6765720183221
snx17	17.2077258785723	19.9635867679734
gbgt1l4	17.2008113619219	16.9755250404376
PICK1	17.1615243162302	18.6564471584535
CRELD1 (1 of 2)	17.149816777069	20.2020209226961
CABZ01072244.1	17.1495024850874	23.1129614143727
rbm34	17.1312732916679	19.3824443879333
CHST6	17.1293875190994	12.7743189156137
MAML1	17.1293089383494	16.6397684082207
ABI2 (1 of 2)	17.1291517871888	17.7058001741079
AFF2	17.1291517871888	15.632914408847
bcl11ab	17.1291517871888	19.673104696726
cacna1sa	17.1291517871888	21.983711627842
dpm2	17.1291517871888	16.8739840615965
fbxw4	17.1291517871888	14.3313004340356
FP102016.1	17.1291517871888	22.7695996030314
hars2	17.1291517871888	15.707302543281
hsd11b3a	17.1291517871888	14.9823747971024
irs2	17.1291517871888	19.0170394502729
lnpb	17.1291517871888	15.8639216316622
MYLK (2 of 2)	17.1291517871888	17.7656909294889
obsl1a	17.1291517871888	20.5591076923646
pard6gb	17.1291517871888	18.837842493922
pcsk7	17.1291517871888	21.7485453258667
phf23b	17.1291517871888	16.1609988112478
PPP1R2	17.1291517871888	20.3275063250553
sox7	17.1291517871888	15.7456849139937
th1l	17.1291517871888	19.8558665877429
TRAPPC10	17.1291517871888	23.529225969898
capn2l	17.1218443978068	17.0541316568753
impa1	17.0871146530548	20.5577411368162
zgc:66484	17.0720284311487	27.7490291210767
slc2a2	17.0508134277159	19.5479163762855
spint1b	17.0506562765554	15.1509363909851
bcar3	17.0505777061449	16.8146280381945
chkb	17.0505777061449	17.7058001741079
dnm2	17.0505777061449	22.7600337238644
dse	17.0505777061449	19.6072723996875
hvcn1	17.0505777061449	11.3749665466876
MRPL55	17.0505777061449	13.4873041562908
plcd3a	17.0505777061449	13.1902269767052
RPRD1A	17.0505777061449	18.7967864246277
stx5al	17.0505777061449	17.7066914005207
tmem184a	17.0505777061449	17.1711800758839
vcam1	17.0505777061449	14.913274637645
WARS	17.0505777061449	21.3764264451662
hbp1	17.0223696053116	21.286827962155
col4a3bpa	16.9838682947436	15.6929240086015
COX14	16.9797824472855	15.8361746234177
zgc:63779	16.9790752825723	19.9833721123313
faimb	16.9749894247747	13.8437967814652
ttr	16.974596552043	11.6191045736642
tubb6	16.9726321987245	16.1015833753307
rbm15	16.972553628314	19.847548419751
rnf141	16.9724750579035	17.0226414764195
anapc1	16.9720036147614	20.513833131395
CDC42BPA (2 of 2)	16.9720036147614	19.1911860913792
dusp2	16.9720036147614	19.6714410689306
EIF4G1 (2 of 3)	16.9720036147614	28.4890483811307
elac2	16.9720036147614	18.4188448273001
IFITM5	16.9720036147614	14.7975927838563
kcnn3	16.9720036147614	14.9775621415898
phf10	16.9720036147614	15.5074290064879
pitx1	16.9720036147614	16.6400654804677
PPP2R5C	16.9720036147614	18.4866972562393
ptprdb	16.9720036147614	19.4882632806364
sez6l	16.9720036147614	16.4633639754816
sostdc1a	16.9720036147614	13.2892130916665
VAV2	16.9720036147614	14.6756128939765
fbxo8	16.9657176820741	16.8745782157622
thoc3	16.9531458270392	18.1830843808305
purb	16.9370381380988	21.928692930817
mef2aa	16.9356238086724	20.6867320516547
RPS19BP1	16.9280021169693	14.5416310860801
arntl1a	16.9238376887611	14.0539491766212
si:ch211-10a23.2	16.9226590809058	18.0271188591302
IL17RD (2 of 2)	16.915823134666	13.5471354991568
TDRKH	16.9137802109369	17.5873257870358
jph3	16.8994797241545	20.2606639572306
l3mbtl2	16.8948438528042	18.7158625943706
zgc:110333	16.8944509800726	17.5500128996244
bmi1a	16.89390096652	14.6439444663039
rrp7a	16.8938223857699	16.220414247165
prdm13	16.8936652449489	15.6263787130239
TMEM30B	16.8935866641989	15.1006709272861
prkx	16.8935080937884	13.0119806592822
adam9	16.8934295233779	18.1296698990859
ARHGAP29 (1 of 2)	16.8934295233779	16.1609988112478
cldn15a	16.8934295233779	15.4480135705707
COX7A2 (2 of 2)	16.8934295233779	11.859261778369
espn	16.8934295233779	18.2405391070336
fgfr1op	16.8934295233779	14.6756128939765
hdac6	16.8934295233779	16.0446039782632
IPO11	16.8934295233779	22.4854155678751
mgst2	16.8934295233779	12.4772417360281
mrpl27	16.8934295233779	15.2697672628194
nek1	16.8934295233779	16.8956112712951
PCIF1	16.8934295233779	16.5176102711239
pde6d	16.8934295233779	16.9351225378242
sdf2	16.8934295233779	21.0573655517766
yeats4	16.8934295233779	13.8476587787067
STX18	16.86647861115	16.7068484357773
tbl2	16.8541424776861	20.8052658512419
TSTA3 (3 of 3)	16.8491137336042	24.7631657533154
npnt	16.8436921167907	24.7184259339965
rd3	16.8407063067774	13.7249659096309
fam169ab	16.8401562828852	22.3612967210643
sp3a	16.8257772256923	17.2325562215151
rngtt	16.8201984680578	19.3103140451321
pomt1	16.817291228455	16.0421679394136
larp4b	16.8150125728154	21.3291317522959
bgnb	16.8148554319944	16.5774416139899
cbx2	16.8148554319944	14.6757317286783
cbx4	16.8148554319944	15.2887207836079
dcaf5	16.8148554319944	18.2432722181303
elp3	16.8148554319944	14.5016445000871
PLEKHJ1	16.8148554319944	16.16272186123
rab43	16.8148554319944	17.0812250984389
ranbp10	16.8148554319944	21.6187820096455
surf1	16.8148554319944	17.0058269125619
tmx1	16.8148554319944	16.2245733359967
prmt8b	16.7957619227011	15.2319790462724
FAM219A (2 of 2)	16.7943475932748	16.3248071718046
cald1	16.7941118717037	19.7869446755024
pex13	16.79324755583	16.0429997533113
MUM1	16.7756469567131	15.0864112273083
kazald3	16.7565534577594	15.8384918275656
macrod2	16.7551391179935	19.2093672204567
MZT2A	16.7475960070404	15.4470035094561
tmem8a	16.7401314664979	16.5462485057812
lrrc39	16.7378528211978	15.6473523657132
LYAR	16.7376170996267	18.0923570020029
cnot10	16.7365956325924	17.7864269224463
asb12a	16.7362813406109	14.8645539863828
cnot3b	16.7362813406109	17.0954848080883
commd1	16.7362813406109	26.2812895815607
coro2ba	16.7362813406109	19.7857563671709
dock9a	16.7362813406109	17.6463847381907
klf15	16.7362813406109	22.3402042433448
mecom	16.7362813406109	15.6938746475294
nlgn2b	16.7362813406109	21.1160085863111
r3hcc1l	16.7362813406109	17.1118240524819
slc25a46	16.7362813406109	17.4110996015136
tceb1a	16.7362813406109	13.4278887203737
tmem39b	16.7362813406109	15.0916992022849
TMTC2 (1 of 2)	16.7362813406109	13.1309303658183
WDSUB1	16.7362813406109	17.2304766770993
zgc:109965	16.7362813406109	14.566466736011
si:dkey-24l11.3	16.7351813031661	16.4165446117468
apln	16.6916512588557	14.0915591459512
cntn2	16.6709862689755	15.8045061957451
blzf1	16.6677647270516	20.3794948290649
tmtc4	16.6668218407673	15.688170765604
MRPL53 (2 of 2)	16.6650146386094	13.7560401831378
fam129ba	16.6595144513853	17.2898921130164
abcc9	16.6579429707984	22.9938334606198
kirrelb	16.6577072492274	17.9495817066506
klf7b	16.6577072492274	16.9658403265689
krcp	16.6577072492274	18.8941089117935
MANEAL	16.6577072492274	18.2408361792807
mgat2	16.6577072492274	14.913274637645
ppp4ca	16.6577072492274	16.7551531800907
SLC45A1	16.6577072492274	15.1556302117959
slc6a13	16.6577072492274	17.5869693022736
tsn	16.6577072492274	17.8246310459421
UNC13A (4 of 5)	16.6577072492274	15.2828980766523
tfap2e	16.6462354316372	15.588352836745
CABZ01084815.1	16.6356279299208	16.7669768508904
ENSDARG00000004577	16.6154343831828	15.9827525034965
kmo	16.608677017693	14.5720517929062
smad9	16.6071841075165	13.0088316412367
LRFN1	16.6053769053586	14.6757317286783
dachc	16.5813332327335	15.0324025913979
si:ch211-106h4.9	16.5806260680203	16.2205924943818
lyrm2	16.579840322557	14.9021045431977
arl5a	16.5797617521466	14.9405463264255
cyp1a	16.5795260305755	16.0799561559605
CAMK2G (1 of 2)	16.5792117282544	22.6316963757068
acbd5a	16.5791331578439	13.3092360957563
C1H16orf88	16.5791331578439	17.5905936397831
DYRK3	16.5791331578439	19.8935953917747
ergic2	16.5791331578439	18.9999278044966
gng7	16.5791331578439	20.8012255971119
hmmr	16.5791331578439	13.451001329994
ildr2	16.5791331578439	15.6262598879937
megf11	16.5791331578439	12.2990548407918
mrpl43	16.5791331578439	19.1170950388639
msl2s	16.5791331578439	14.2002893969679
optn	16.5791331578439	15.8056945040766
rangap1	16.5791331578439	16.9959045292897
RAP2A (2 of 2)	16.5791331578439	14.6161974580594
sdr16c5a	16.5791331578439	16.7638872550315
si:ch211-71m22.1	16.5791331578439	14.0814585251337
TSFM	16.5791331578439	15.5487821577008
UBXN2A	16.5791331578439	16.0620126962865
ucp3	16.5791331578439	13.7578226456351
zfpl1	16.5791331578439	17.5825725537099
zgc:65851	16.5431462244865	18.6125985655473
ppil2	16.528610016133	14.7949785074614
myog	16.5191025518614	13.1295638102699
C11H6orf120	16.5161953122587	14.6756128939765
HPCAL1	16.5061378240949	14.8173781282142
arl4ab	16.5014233823341	13.9626276532994
ENTPD5 (1 of 2)	16.5008733584419	19.8476672544527
epha6	16.5006376368709	15.091520955068
ibtk	16.5006376368709	25.9050710342151
acss1	16.5005590664604	18.4887173881401
apof	16.5005590664604	13.1411498213376
arhgef18b	16.5005590664604	14.2598236675868
CPNE4 (1 of 2)	16.5005590664604	15.3045252960225
itga10	16.5005590664604	16.517669683639
ITPR1 (1 of 2)	16.5005590664604	19.3125718270933
mink1	16.5005590664604	22.6532047700467
MRPL42	16.5005590664604	13.7249659096309
NPR2	16.5005590664604	15.0975219092405
rdh14b	16.5005590664604	14.4999808626201
SEMA4A (1 of 2)	16.5005590664604	15.6998161988584
si:ch211-120j21.1	16.5005590664604	19.1424060179303
zgc:101640	16.5005590664604	12.8197717238002
hps3	16.4977303972681	16.220414247165
ARHGEF5	16.49364454981	19.535973870784
pltp	16.4879872114254	15.1514117104491
CU929521.1	16.4829584673435	13.2716855389414
CHCHD3 (2 of 2)	16.4817798594882	15.6262598879937
PBLD (2 of 2)	16.4736081542325	13.0234478453198
ube2b	16.4677150942769	17.2137809382719
POLR3A	16.4506645190522	19.7259250243049
mpp7	16.4454786238098	11.8275933506963
hsp70.2	16.4422570922254	17.4905380415206
igf2bp1	16.4365997538409	19.3103140451321
scamp1	16.4330639199354	19.6385843329264
EI24	16.4327496279538	16.8787967074375
zgc:110319	16.4220635454874	16.0241650672245
atpaf2	16.4219849750769	16.0440098240975
BDP1 (2 of 2)	16.4219849750769	23.1738028183533
CABZ01115322.1	16.4219849750769	14.3191202784738
elovl7b	16.4219849750769	18.0628275312613
FOXO4	16.4219849750769	20.3800889832306
hps5	16.4219849750769	16.9936467473285
irf2a	16.4219849750769	14.3191202784738
kbtbd12	16.4219849750769	15.4481324052725
lrrc24	16.4219849750769	12.8337343515309
mtm1	16.4219849750769	14.9155918417929
relnl	16.4219849750769	16.0438315768806
stard3	16.4219849750769	15.0619914843263
zdhhc8b	16.4219849750769	19.0201290461318
zgc:154075	16.4219849750769	11.3866119702704
