category	gene_name	zf gene ID	
nr_transcription_factors	pparaa	ENSDARG00000031777	-0.180789120486205	0.77087652954367
nr_transcription_factors	pparab	ENSDARG00000054323	
nr_transcription_factors	pparda	ENSDARG00000044525	0.484751883063193	0.278330604791773
nr_transcription_factors	ppardb	ENSDARG00000009473	0.113113130913162	0.675840783369218
nr_transcription_factors	raraa	ENSDARG00000056783	0.0266357057215674	0.923797837044111
nr_transcription_factors	rarab	ENSDARG00000034893	0.00919101973875045	0.965476539953591
nr_transcription_factors	rarab	ENSDARG00000111757	0.00919101973875045	0.965476539953591
nr_transcription_factors	rarga	ENSDARG00000034117	-0.304482083696501	0.127394268811447
nr_transcription_factors	rargb	ENSDARG00000054003	
oxidative_stress_transcription_factors	maff	ENSDARG00000028957	0.237097349811329	0.340975364306804
oxidative_stress_transcription_factors	maff	ENSDARG00000111050	0.237097349811329	0.340975364306804
oxidative_stress_transcription_factors	mafk	ENSDARG00000100947	
oxidative_stress_transcription_factors	mafga	ENSDARG00000018109	
oxidative_stress_transcription_factors	mafgb	ENSDARG00000100097	
oxidative_stress_transcription_factors	bach1a	ENSDARG00000062553	
oxidative_stress_transcription_factors	bach1b	ENSDARG00000002196	
oxidative_stress_transcription_factors	bach2a	ENSDARG00000036569	
oxidative_stress_transcription_factors	bach2b	ENSDARG00000004074	-0.180889310184253	0.37442026449707
oxidative_stress_transcription_factors	keap1a	ENSDARG00000016132	0.584089101084137	0.0783692680313332
oxidative_stress_transcription_factors	keap1b	ENSDARG00000074634	0.0976867592480941	0.672991615562588
oxidative_stress_transcription_factors	nfe2	ENSDARG00000020606	0.112666476740869	0.811736387136583
oxidative_stress_transcription_factors	nfe2l1a	ENSDARG00000030616	1.2828538970583	0.000533325090436523
oxidative_stress_transcription_factors	nfe2l1a	ENSDARG00000116760	1.2828538970583	0.000533325090436523
oxidative_stress_transcription_factors	nfe2l1b	ENSDARG00000076533	
oxidative_stress_transcription_factors	nfe2l1b	ENSDARG00000114820	
oxidative_stress_transcription_factors	nfe2l2a	ENSDARG00000042824	0.47994102060838	0.00460562705633112
oxidative_stress_transcription_factors	nfe2l2b	ENSDARG00000089697	
oxidative_stress_transcription_factors	nfe2l3	ENSDARG00000019810	0.106057573441162	0.647447275477241
oxidative_stress_transcription_factors	nfkb1	ENSDARG00000105261	
oxidative_stress_transcription_factors	nfkb2	ENSDARG00000038687	0.327727481470209	0.248415431328578
oxidative_stress_transcription_factors	nfkb2	ENSDARG00000112821	0.327727481470209	0.248415431328578
oxygenases_phase_I	cyp1a	ENSDARG00000098315	5.67466637722483	3.08856641028506e-142
oxygenases_phase_I	cyp1b1	ENSDARG00000068934	3.54380822325381	1.12726433495244e-12
oxygenases_phase_I	cyp1b1	ENSDARG00000113835	3.54380822325381	1.12726433495244e-12
oxygenases_phase_I	cyp1c1	ENSDARG00000101195	3.08166427225993	1.96529039644994e-42
oxygenases_phase_I	cyp1c2	ENSDARG00000101789	1.9160105294887	7.07113072580233e-07
oxygenases_phase_I	cyp1d1	ENSDARG00000035569	0.0521911648512356	0.867811925252919
oxygenases_phase_I	cyp2aa11	ENSDARG00000103456	
oxygenases_phase_I	cyp2aa12	ENSDARG00000102805	1.2522090801111	0.130073867697531
oxygenases_phase_I	cyp2aa1	ENSDARG00000099003	0.159125693492401	0.721890203184548
oxygenases_phase_I	cyp2aa2	ENSDARG00000104811	0.523957713252934	0.453324911091115
oxygenases_phase_I	cyp2aa3	ENSDARG00000103347	0.0847071093805586	0.906266044281683
oxygenases_phase_I	cyp2aa4	ENSDARG00000098803	0.862019442169381	0.254293893608432
oxygenases_phase_I	cyp2aa6	ENSDARG00000103590	
oxygenases_phase_I	cyp2aa7	ENSDARG00000103766	0.884511599039523	0.0387916377222252
oxygenases_phase_I	cyp2aa8	ENSDARG00000104540	0.63749443371535	0.33720557832626
oxygenases_phase_I	cyp2aa9	ENSDARG00000098890	0.0229235104188156	0.945469378439513
oxygenases_phase_I	cyp2ad2	ENSDARG00000021172	0.563707418868141	0.166562799283945
oxygenases_phase_I	cyp2ad3	ENSDARG00000022650	0.321676271697008	0.0778331279648792
oxygenases_phase_I	cyp2ad6	ENSDARG00000042956	0.355853134515644	0.416435211013389
oxygenases_phase_I	cyp2ae1	ENSDARG00000013524	
oxygenases_phase_I	cyp2j20	ENSDARG00000094057	0.3070494533636	0.64833399680813
oxygenases_phase_I	cyp2k16	ENSDARG00000102981	0.401726465673559	0.214236778618855
oxygenases_phase_I	cyp2k17	ENSDARG00000104529	
oxygenases_phase_I	cyp2k18	ENSDARG00000104593	0.980013703373476	0.153202804966773
oxygenases_phase_I	cyp2k19	ENSDARG00000101861	0.837222706600646	0.0365472916002035
oxygenases_phase_I	cyp2k20	ENSDARG00000101632	
oxygenases_phase_I	cyp2k21	ENSDARG00000105151	
oxygenases_phase_I	cyp2k22	ENSDARG00000040433	
oxygenases_phase_I	cyp2k6	ENSDARG00000009874	0.709090220921215	0.318366152598314
oxygenases_phase_I	cyp2k6	ENSDARG00000098995	0.709090220921215	0.318366152598314
oxygenases_phase_I	cyp2k8	ENSDARG00000101190	-0.231014245238035	0.721888801626389
oxygenases_phase_I	cyp2n13	ENSDARG00000042953	0.760256661303883	0.00661088871683545
oxygenases_phase_I	cyp2p10	ENSDARG00000042990	0.194904006447577	0.78783240154785
oxygenases_phase_I	cyp2p6	ENSDARG00000042978	0.083162027563221	0.841972207443177
oxygenases_phase_I	cyp2p7	ENSDARG00000042980	0.21249143584493	0.73356105141072
oxygenases_phase_I	cyp2p8	ENSDARG00000042982	0.329230586462757	0.320872619684446
oxygenases_phase_I	cyp2p9	ENSDARG00000022631	0.682642930549201	0.0332303932157822
oxygenases_phase_I	cyp2r1	ENSDARG00000056587	0.262064064919864	0.668276049784927
oxygenases_phase_I	cyp2u1	ENSDARG00000026548	-0.576732772276627	0.591915796283313
oxygenases_phase_I	cyp2v1	ENSDARG00000018485	0.543853890889016	0.159972992197949
oxygenases_phase_I	cyp2x10.2	ENSDARG00000006501	
oxygenases_phase_I	cyp2x10.2	ENSDARG00000068283	
oxygenases_phase_I	cyp2x10.2	ENSDARG00000111183	
oxygenases_phase_I	cyp2x12	ENSDARG00000092091	
oxygenases_phase_I	cyp2x6	ENSDARG00000079653	
oxygenases_phase_I	cyp2x6	ENSDARG00000111425	
oxygenases_phase_I	cyp2x7	ENSDARG00000044002	3.40963978466146	0.000410655532949783
oxygenases_phase_I	cyp2x7	ENSDARG00000109785	3.40963978466146	0.000410655532949783
oxygenases_phase_I	cyp2x8	ENSDARG00000043997	
oxygenases_phase_I	cyp2x8	ENSDARG00000117195	
oxygenases_phase_I	cyp2x9	ENSDARG00000070775	0.623784200906236	0.136283973286024
oxygenases_phase_I	cyp2x9	ENSDARG00000116932	0.623784200906236	0.136283973286024
oxygenases_phase_I	cyp2y3	ENSDARG00000068493	0.656863301811675	0.00194509358373354
oxygenases_phase_I	cyp2y3	ENSDARG00000101423	0.656863301811675	0.00194509358373354
oxygenases_phase_I	cyp3a65	ENSDARG00000103295	1.51957377265618	2.05168617932246e-18
oxygenases_phase_I	cyp3c1	ENSDARG00000015575	0.561642535244091	0.0123330428609588
oxygenases_phase_I	cyp3c3	ENSDARG00000037873	
oxygenases_phase_I	cyp3c3	ENSDARG00000037874	
oxygenases_phase_I	cyp3c4	ENSDARG00000070021	0.4791875806909	0.437538074794083
oxygenases_phase_I	cyp4f3	ENSDARG00000053530	
oxygenases_phase_I	cyp4t8	ENSDARG00000004964	0.575940086968534	0.201111223563029
oxygenases_phase_I	cyp4t8	ENSDARG00000116412	0.575940086968534	0.201111223563029
oxygenases_phase_I	cyp4v7	ENSDARG00000061585	0.298695291040042	0.630391184296284
oxygenases_phase_I	cyp4v7	ENSDARG00000116669	0.298695291040042	0.630391184296284
oxygenases_phase_I	cyp4v8	ENSDARG00000062132	0.44145680582188	0.339674361552035
oxygenases_phase_I	cyp4v8	ENSDARG00000111608	0.44145680582188	0.339674361552035
oxygenases_phase_I	adh5	ENSDARG00000080010	0.104126998007279	0.527679850720562
oxygenases_phase_I	adh5	ENSDARG00000111574	0.104126998007279	0.527679850720562
oxygenases_phase_I	adh8a	ENSDARG00000091211	0.180057641824319	0.87974284237604
oxygenases_phase_I	adh8a	ENSDARG00000113750	0.180057641824319	0.87974284237604
oxygenases_phase_I	adh8b	ENSDARG00000024278	0.415999561497663	0.09269491917607
oxygenases_phase_I	adh8b	ENSDARG00000116820	0.415999561497663	0.09269491917607
oxygenases_phase_I	aldh16a1	ENSDARG00000037935	0.115892609211613	0.696952074737637
oxygenases_phase_I	aldh18a1	ENSDARG00000099579	-0.0574398148984805	0.789138144145602
oxygenases_phase_I	aldh1a2	ENSDARG00000053493	0.0845624185011664	0.646497264152851
oxygenases_phase_I	aldh1a2	ENSDARG00000113122	0.0845624185011664	0.646497264152851
oxygenases_phase_I	aldh1a3	ENSDARG00000076933	-0.0123352841929856	0.979096979836956
oxygenases_phase_I	aldh1l1	ENSDARG00000077004	0.322791162047772	0.0577223580252469
oxygenases_phase_I	aldh1l1	ENSDARG00000114342	0.322791162047772	0.0577223580252469
oxygenases_phase_I	aldh1l2	ENSDARG00000070230	-0.161607639131628	0.662724239092308
oxygenases_phase_I	aldh2.1	ENSDARG00000089924	
oxygenases_phase_I	aldh2.2	ENSDARG00000028087	
oxygenases_phase_I	aldh3a1	ENSDARG00000074791	
oxygenases_phase_I	aldh3a2a	ENSDARG00000028259	
oxygenases_phase_I	aldh3a2b	ENSDARG00000029381	
oxygenases_phase_I	aldh3b1	ENSDARG00000013839	0.268827257679317	0.491863628299378
oxygenases_phase_I	aldh3b2	ENSDARG00000035606	
oxygenases_phase_I	aldh4a1	ENSDARG00000038207	0.021132667220978	0.915458801459154
oxygenases_phase_I	aldh5a1	ENSDARG00000076544	0.0506461080269418	0.847996565469722
oxygenases_phase_I	aldh5a1	ENSDARG00000113300	0.0506461080269418	0.847996565469722
oxygenases_phase_I	aldh6a1	ENSDARG00000053485	0.30968618379909	0.0871493492794952
oxygenases_phase_I	aldh7a1	ENSDARG00000018426	0.127219332812921	0.377490581163187
oxygenases_phase_I	aldh8a1	ENSDARG00000036776	0.517530262530236	0.068012204181973
oxygenases_phase_I	aldh8a1	ENSDARG00000115119	0.517530262530236	0.068012204181973
oxygenases_phase_I	aldh9a1a.1	ENSDARG00000069100	
oxygenases_phase_I	aldh9a1a.1	ENSDARG00000114905	
oxygenases_phase_I	aldh9a1a.2	ENSDARG00000055331	
oxygenases_phase_I	aldh9a1a.2	ENSDARG00000117162	
oxygenases_phase_I	aldh9a1b	ENSDARG00000037061	0.255712400453918	0.40801767181726
oxygenases_phase_I	fmo5	ENSDARG00000016357	0.236821331157607	0.432298498520148
oxygenases_phase_I	fmo5	ENSDARG00000116737	0.236821331157607	0.432298498520148
oxygenases_phase_I	ptgs1	ENSDARG00000052148	0.0362187140739637	0.931213792797153
oxygenases_phase_I	ptgs2a	ENSDARG00000004539	-0.117338342224402	0.67184990255007
oxygenases_phase_I	ptgs2b	ENSDARG00000010276	0.0458447833609768	0.924168257306421
reductases_phase_I	akr1a1a	ENSDARG00000035257	1.02554213266219	0.0313243445473153
reductases_phase_I	akr1a1a	ENSDARG00000109404	1.02554213266219	0.0313243445473153
reductases_phase_I	akr1a1b	ENSDARG00000052030	0.349892287421838	0.274424674320989
reductases_phase_I	akr1a1b	ENSDARG00000112549	0.349892287421838	0.274424674320989
reductases_phase_I	akr1b1	ENSDARG00000006215	0.767391311599941	0.000769498505676356
reductases_phase_I	akr7a3	ENSDARG00000016649	0.292048299792246	0.284298635874937
reductases_phase_I	ephx1	ENSDARG00000042854	0.667663582483149	0.0860773316451441
reductases_phase_I	ephx2	ENSDARG00000040255	0.238957644126561	0.451491047965162
reductases_phase_I	ephx4	ENSDARG00000099515	0.24490441874904	0.675892231305002
reductases_phase_I	ephx4	ENSDARG00000112686	0.24490441874904	0.675892231305002
reductases_phase_I	ephx4	ENSDARG00000115461	0.24490441874904	0.675892231305002
reductases_phase_I	ephx5	ENSDARG00000103298	
reductases_phase_I	hsd11b1la	ENSDARG00000071377	
reductases_phase_I	hsd11b1la	ENSDARG00000109751	
reductases_phase_I	hsd11b1lb	ENSDARG00000110341	
reductases_phase_I	hsd11b2	ENSDARG00000001975	-0.588294374787177	0.0636884814397864
reductases_phase_I	hsd17b10	ENSDARG00000017781	0.480460458584631	0.0114923880300668
reductases_phase_I	hsd17b12a	ENSDARG00000015709	0.22327024127153	0.326069928993491
reductases_phase_I	hsd17b12b	ENSDARG00000035872	0.210014284931747	0.439644190176084
reductases_phase_I	hsd17b14	ENSDARG00000054842	0.516833246886391	0.313412557119132
reductases_phase_I	hsd17b1	ENSDARG00000027469	
reductases_phase_I	hsd17b2	ENSDARG00000045553	
reductases_phase_I	hsd17b3	ENSDARG00000023287	
reductases_phase_I	hsd17b3	ENSDARG00000115935	
reductases_phase_I	hsd17b3	ENSDARG00000116671	
reductases_phase_I	hsd17b4	ENSDARG00000101239	-0.0130231289322593	0.945355322018364
reductases_phase_I	hsd17b7	ENSDARG00000088140	0.129914650765047	0.762124653571696
reductases_phase_I	hsd17b8	ENSDARG00000001169	0.140533251808694	0.810463498317599
reductases_phase_I	hsd20b2	ENSDARG00000031336	0.0163125598038338	0.963351879834542
reductases_phase_I	hsd20b2	ENSDARG00000111087	0.0163125598038338	0.963351879834542
reductases_phase_I	hsd3b1	ENSDARG00000069926	
reductases_phase_I	hsd3b2	ENSDARG00000019747	
reductases_phase_I	hsd3b2	ENSDARG00000115803	
reductases_phase_I	hsd3b7	ENSDARG00000036966	0.570094058307286	0.0417600714542957
reductases_phase_I	hsd3b7	ENSDARG00000111892	0.570094058307286	0.0417600714542957
reductases_phase_I	hsd3b7	ENSDARG00000114115	0.570094058307286	0.0417600714542957
reductases_phase_I	hsdl1	ENSDARG00000041736	0.517041692449284	0.466422348045537
reductases_phase_I	hsdl2	ENSDARG00000002523	0.191517236019487	0.250510096695122
reductases_phase_I	nqo1	ENSDARG00000010250	0.630376929443266	0.00136526946927928
transferases_phase_II	nat10	ENSDARG00000054259	-0.106019591714597	0.670146482576368
transferases_phase_II	nat14	ENSDARG00000115349	-1.36345383168741	0.126147165091596
transferases_phase_II	nat15	ENSDARG00000061185	-0.00790338473996817	0.983877235850983
transferases_phase_II	nat16	ENSDARG00000076402	-0.665744028485103	0.00995738077404221
transferases_phase_II	nat16	ENSDARG00000086222	-0.665744028485103	0.00995738077404221
transferases_phase_II	nat8l	ENSDARG00000077256	0.0804329665715774	0.615966532457492
transferases_phase_II	nat8l	ENSDARG00000115322	0.0804329665715774	0.615966532457492
transferases_phase_II	nat9	ENSDARG00000071425	0.248645302575976	0.417169914639369
transferases_phase_II	nat9	ENSDARG00000111763	0.248645302575976	0.417169914639369
transferases_phase_II	sult1st1	ENSDARG00000028275	0.49915020653868	0.0474603515832611
transferases_phase_II	sult1st2	ENSDARG00000041540	0.671583136818175	0.498410207760429
transferases_phase_II	sult1st3	ENSDARG00000018361	0.200341241764614	0.773236978734122
transferases_phase_II	sult1st4	ENSDARG00000003181	0.489399997591521	0.479175069862276
transferases_phase_II	sult1st5	ENSDARG00000003475	0.359858312954649	0.665280023990453
transferases_phase_II	sult1st5	ENSDARG00000111502	0.359858312954649	0.665280023990453
transferases_phase_II	sult1st6	ENSDARG00000006811	0.327001129144408	0.336868725400554
transferases_phase_II	sult1st7	ENSDARG00000079079	
transferases_phase_II	sult1st9	ENSDARG00000094996	
transferases_phase_II	sult2st1	ENSDARG00000033170	0.410161744603872	0.154576315625734
transferases_phase_II	sult2st2	ENSDARG00000103785	0.304396617825473	0.218556248103366
transferases_phase_II	sult2st3	ENSDARG00000028367	0.357387057983712	0.487813698848645
transferases_phase_II	sult3st1	ENSDARG00000009885	0.276625652033037	0.549402989253231
transferases_phase_II	sult3st2	ENSDARG00000093619	0.296180487174138	0.614166630680858
transferases_phase_II	sult3st2	ENSDARG00000110806	0.296180487174138	0.614166630680858
transferases_phase_II	sult3st3	ENSDARG00000042920	0.343519674659899	0.471004332473957
transferases_phase_II	sult3st3	ENSDARG00000094089	0.343519674659899	0.471004332473957
transferases_phase_II	sult3st4	ENSDARG00000040781	
transferases_phase_II	sult3st4	ENSDARG00000115342	
transferases_phase_II	sult4a1	ENSDARG00000101967	0.0984230813103167	0.706628258073696
transferases_phase_II	sult5a1	ENSDARG00000007769	
transferases_phase_II	sult6b1	ENSDARG00000086826	1.870043708157	1.27040410937327e-29
transferases_phase_II	ugt1a7	ENSDARG00000006220	
transferases_phase_II	ugt1b1	ENSDARG00000097491	
transferases_phase_II	ugt1b2	ENSDARG00000097231	
transferases_phase_II	ugt1b3	ENSDARG00000097979	
transferases_phase_II	ugt1b4	ENSDARG00000097024	1.46389934791102	3.9703472769727e-11
transferases_phase_II	ugt1b5	ENSDARG00000089507	
transferases_phase_II	ugt1b6p	ENSDARG00000103761	
transferases_phase_II	ugt1b7	ENSDARG00000101176	
transferases_phase_II	ugt2a1	ENSDARG00000051940	
transferases_phase_II	ugt2a4	ENSDARG00000110720	0.652963836356718	0.0371712035379378
transferases_phase_II	ugt2a5	ENSDARG00000011537	0.623585173853942	0.313766056697988
transferases_phase_II	ugt2a5	ENSDARG00000116508	0.623585173853942	0.313766056697988
transferases_phase_II	ugt2a6	ENSDARG00000039501	0.282916203142824	0.588047352593917
transferases_phase_II	ugt2a7	ENSDARG00000091624	
transferases_phase_II	ugt2a7	ENSDARG00000093043	
transferases_phase_II	ugt2a7	ENSDARG00000110614	
transferases_phase_II	ugt2b3	ENSDARG00000116986	-0.507439263773987	0.383205109366146
transferases_phase_II	ugt5a1	ENSDARG00000016479	0.23047162934245	0.84117566149104
transferases_phase_II	ugt5a2	ENSDARG00000093640	1.09484681183308	0.0649379475886679
transferases_phase_II	ugt5a4	ENSDARG00000097397	-1.01563364893331	0.350210345901671
transferases_phase_II	ugt5b1	ENSDARG00000104995	
transferases_phase_II	ugt5b2	ENSDARG00000101495	0.185906985403038	0.658873579880775
transferases_phase_II	ugt5b3	ENSDARG00000099276	0.632696573210496	0.104491240036264
transferases_phase_II	ugt5b4	ENSDARG00000091916	0.636917360064038	0.130321744925346
transferases_phase_II	ugt5b5	ENSDARG00000104203	
transferases_phase_II	ugt5c1	ENSDARG00000061444	
transferases_phase_II	ugt5c2	ENSDARG00000006372	
transferases_phase_II	ugt5c3	ENSDARG00000061439	-0.374782520358401	0.537573364221495
transferases_phase_II	ugt5d1	ENSDARG00000002394	0.364970153652645	0.502586311060285
transferases_phase_II	ugt5e1	ENSDARG00000058048	-0.247396799817153	0.782082761214139
transferases_phase_II	ugt5f1	ENSDARG00000054835	0.265360847004474	0.718961939506285
transferases_phase_II	ugt5g1	ENSDARG00000032862	0.353946912845674	0.493239495736315
transferases_phase_II	ugt5g1	ENSDARG00000111242	0.353946912845674	0.493239495736315
transferases_phase_II	ugt5g2	ENSDARG00000043901	
transferases_phase_II	ugt5g2	ENSDARG00000112752	
transferases_phase_II	ugt8	ENSDARG00000037455	0.366839887618093	0.195148334238848
transferases_phase_II	ugt8	ENSDARG00000112659	0.366839887618093	0.195148334238848
transferases_phase_II	aanat1	ENSDARG00000036567	-0.228991397260612	0.788832780895815
transferases_phase_II	aanat2	ENSDARG00000079802	-0.126613071404196	0.889245102060878
transferases_phase_II	gsta.1	ENSDARG00000090228	
transferases_phase_II	gsta.1	ENSDARG00000110669	
transferases_phase_II	gsta.2	ENSDARG00000039832	
transferases_phase_II	gsta.2	ENSDARG00000113831	
transferases_phase_II	gstk1	ENSDARG00000056510	0.46494851198425	0.0357163040555496
transferases_phase_II	gstk2	ENSDARG00000019585	
transferases_phase_II	gstk4	ENSDARG00000092052	
transferases_phase_II	gstk4	ENSDARG00000093119	
transferases_phase_II	gstm.1	ENSDARG00000042533	
transferases_phase_II	gstm.2	ENSDARG00000029473	
transferases_phase_II	gstm.3	ENSDARG00000088116	
transferases_phase_II	gstp1	ENSDARG00000104068	1.54152637771495	1.90880740459532e-20
transferases_phase_II	gstp2	ENSDARG00000103019	1.51638940432269	0.000526396311280555
transferases_phase_II	gstt1a	ENSDARG00000042428	0.863936847355733	0.0125188859001462
transferases_phase_II	gstt1a	ENSDARG00000110738	0.863936847355733	0.0125188859001462
transferases_phase_II	gstt1b	ENSDARG00000017388	0.623213181621062	0.0106009599250224
transferases_phase_II	gstt1b	ENSDARG00000112401	0.623213181621062	0.0106009599250224
transferases_phase_II	gstt2	ENSDARG00000095464	
transferases_phase_II	gstt2	ENSDARG00000110618	
transferases_phase_II	gstz1	ENSDARG00000027984	0.382038724130247	0.19042717480269
transferases_phase_II	mgst1.1	ENSDARG00000032618	
transferases_phase_II	mgst1.1	ENSDARG00000113133	
transferases_phase_II	mgst1.2	ENSDARG00000022165	
transferases_phase_II	mgst1.2	ENSDARG00000110212	
transferases_phase_II	mgst2	ENSDARG00000071345	0.418815199123486	0.236096376006891
transferases_phase_II	mgst3a	ENSDARG00000102744	
transferases_phase_II	mgst3b	ENSDARG00000033364	
